"","LibID","Library","ILDSDeliveryStop","CatalogLink","Month","Year","BibsAdded","ITEM.LOC.CODE","CHKOUTS","CHKINS","RENEWALS","HOLDS","Hl.RECLL","TOTAL..","PERCENT","BorrowingLibrary","ads","adsj","ams","amsj","bbs","bcs","bcsj","bfs","bfsj","bis","bisj","bks","bksj","bps","bpsj","brs","brsj","bvs","bvsj","bws","bwsj","bys","bysj","bzs","cas","casj","ccs","ccsj","chs","chsj","cis","cisj","cns","cnsj","crs","crsj","cts","ctsj","cws","cwsj","czs","czsj","dgs","dgsj","dos","dosj","ehs","ehsj","eps","epsj","ess","essj","evs","evsj","fbs","fbsj","fms","fmsj","fps","fpsj","frs","frsj","gas","gps","gpsj","gws","gwsj","has","hasj","hds","hdsj","hks","hksj","hss","hssj","hws","hwsj","ins","insj","jds","jdsj","lgs","lgsj","lps","lpsj","lys","lysj","mas","max","mcs","mcsj","mds","mdsj","mks","mls","mps","mpsj","mts","mtsj","mws","mwsj","nls","nlsj","nrs","nrsj","oes","oesj","ols","olsj","ops","opsj","ors","orsj","ozs","ozsj","pcs","pfs","pfsj","phs","phsj","pps","ppsj","pss","pssj","pts","ptsj","rds","rdsj","rfs","rfsj","rgs","rgsj","ros","rosj","rps","rpsj","rss","rssj","sas","sasj","sfs","sfsj","shs","shsj","sls","sps","spsj","sts","stsj","svs","svsj","tbs","tfs","tfsj","ths","thsj","tps","tpsj","ttr","tts","wcs","wcsj","wms","wmsj","wos","wosj","wrs","wrsj","ILL","bzsj","mjs","LOCATION","INTL.USE.","COPY.USE","IUSE3","TOTAL","ItemsAdded","PatronsAdded"
"1","ADS","Acorn Public Library District","XBR","https://catalog.swanlibraries.net/ads","January",2011,63,"ads",5771,5236,1357,150,0,12514,0.00475986348008628,"ADS Acorn",0,0,32,6,0,6,0,15,1,14,2,5,1,3,3,8,3,15,0,5,0,37,2,0,0,0,33,1,6,0,16,4,6,1,26,2,11,8,12,1,0,0,71,0,8,1,86,13,12,6,37,3,21,10,0,0,20,3,12,3,26,4,0,8,1,9,0,13,2,32,4,9,0,19,0,30,4,61,7,3,0,19,3,25,0,12,1,0,0,12,1,20,3,1,5,10,0,24,4,3,0,16,2,2,0,5,1,82,3,77,13,41,4,12,2,2,23,8,19,4,3,1,2,1,13,9,2,1,8,1,1,2,0,0,5,1,19,0,3,1,9,1,14,2,0,13,2,6,0,4,0,0,14,1,2,1,21,5,0,0,19,5,37,5,1,1,41,4,1563,,,"ads",39,0,33,72,270,88
"2","AMS","Alsip-Merrionette Park Public Library District","XBR","https://catalog.swanlibraries.net/ams","January",2011,181,"ams",10549,9943,1511,359,0,22362,0.00850567901084301,"AMS Alsip",14,1,0,0,0,4,1,9,2,24,9,8,1,16,1,10,3,11,0,7,2,32,5,0,0,0,24,4,3,1,22,1,4,2,9,2,7,5,4,3,0,0,58,3,17,1,67,11,9,19,24,1,20,2,0,0,19,1,14,0,27,1,0,7,1,12,1,10,3,26,3,10,0,15,0,28,2,49,1,17,1,21,2,12,0,11,0,0,0,17,1,9,0,1,1,7,1,18,1,7,1,12,2,5,2,2,1,64,2,53,7,25,3,10,1,4,27,2,10,2,6,1,2,0,19,2,0,1,4,3,0,2,1,0,4,2,16,5,0,0,5,0,13,1,0,8,0,2,0,2,0,0,7,2,0,0,29,8,0,0,12,3,21,2,2,2,33,3,1298,,,,,,,,918,92
"3","BCS","Beecher Community Library District","XBR","https://catalog.swanlibraries.net/bcs","January",2011,5,"bcs",1842,1710,358,13,0,3923,0.00149216433054007,"BCS Beecher",4,2,10,4,0,0,0,7,2,14,3,1,2,2,0,3,0,3,0,1,0,11,3,0,0,0,12,1,2,1,11,2,3,1,11,1,6,4,1,0,0,0,22,3,2,0,24,8,7,1,7,1,14,6,0,0,8,1,6,0,9,2,0,11,0,2,0,6,2,13,4,3,2,4,1,9,1,20,4,2,0,4,1,6,3,0,2,0,0,4,0,3,0,0,1,6,1,19,2,1,0,5,4,1,0,2,0,22,6,19,5,13,1,5,0,0,5,1,8,2,4,0,0,2,3,3,0,1,2,0,4,0,0,0,3,3,5,2,1,0,2,4,3,3,0,3,3,3,1,0,0,0,2,0,1,0,6,9,0,0,2,0,15,2,0,0,17,5,599,,,,,,,,129,8
"4","BFS","Brookfield Public Library","XBR","https://catalog.swanlibraries.net/bfs","January",2011,105,"bfs",7928,7499,1435,143,0,17005,0.00646807403538974,"BFS Brookfield",26,3,44,18,0,9,0,0,0,21,5,13,3,3,4,13,4,13,1,8,1,53,7,0,0,0,36,3,12,4,30,6,6,7,23,10,16,8,11,6,0,0,117,19,14,3,151,31,32,18,52,4,30,3,0,0,31,9,25,5,40,10,0,14,5,11,2,13,4,60,13,15,5,25,7,50,7,99,22,2,1,37,13,47,19,18,4,1,0,27,2,14,3,1,1,30,6,22,15,2,1,28,4,8,7,14,2,96,18,131,30,40,8,20,6,8,72,5,21,7,3,0,2,1,31,8,2,1,28,6,6,2,1,0,8,1,25,11,5,1,15,4,18,2,0,15,3,7,1,4,3,0,21,6,3,1,52,23,0,0,22,7,41,6,4,3,80,13,2660,,,,,,,,20,62
"5","BIS","Blue Island Public Library","XBR","https://catalog.swanlibraries.net/bis","January",2011,148,"bis",7300,6949,1612,192,0,16053,0.00610596839106801,"BIS Blue Island",8,2,27,12,0,12,4,19,8,0,0,6,1,3,2,15,2,11,2,11,0,39,5,0,0,0,31,6,6,2,21,11,5,4,20,4,10,9,4,2,0,0,60,14,13,3,83,24,9,18,25,5,21,7,0,0,13,0,14,3,20,5,0,23,4,10,1,24,4,23,9,12,1,19,1,37,6,71,6,1,2,22,2,17,13,3,1,2,0,20,2,8,3,0,0,17,2,25,9,7,0,18,6,7,1,3,1,50,9,58,22,25,5,10,5,1,35,0,14,7,5,0,3,0,12,4,0,1,7,3,4,2,0,0,7,2,25,5,4,0,7,5,11,2,0,4,3,5,0,0,0,0,19,5,1,0,29,13,0,0,17,6,24,4,3,2,52,8,1649,,,,,,,,466,122
"6","BKS","Berkeley Public Library","XBR","https://catalog.swanlibraries.net/bks","January",2011,25,"bks",1450,1406,219,83,1,3159,0.00120156694371045,"BKS Berkeley",3,0,7,4,0,1,0,3,1,3,1,0,0,0,1,6,2,3,1,2,0,13,0,0,0,0,8,1,2,2,7,1,2,0,12,1,1,1,0,0,0,0,25,2,2,0,31,6,5,5,14,0,7,2,0,0,2,5,4,1,5,0,0,11,3,3,0,4,1,2,5,5,1,4,1,10,1,15,2,1,0,6,3,6,1,1,0,0,0,6,0,4,0,3,0,11,1,5,3,1,0,5,0,0,1,2,0,23,1,22,5,8,1,12,2,0,8,1,8,4,2,0,0,0,3,1,0,0,4,1,3,0,0,0,1,0,5,2,0,0,1,1,2,5,0,4,1,0,1,2,0,0,2,0,0,2,13,6,0,0,3,1,10,1,4,0,12,9,530,,,,,,,,80,19
"7","BPS","Bedford Park Public Library District","XBR","https://catalog.swanlibraries.net/bps","January",2011,4,"bps",1012,889,327,25,0,2253,0.000856958000689979,"BPS Bedford Park",3,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,8,0,0,0,5,0,0,0,1,0,2,0,0,0,2,0,2,1,1,0,0,2,0,2,0,0,0,2,0,0,0,3,0,3,0,0,1,1,0,1,0,3,0,1,0,0,0,1,1,1,0,0,0,3,1,3,0,0,0,1,0,1,0,0,0,4,0,2,0,3,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,2,0,2,0,0,0,2,0,98,,,,,,,,80,3
"8","BRS","Broadview Public Library District","XBR","https://catalog.swanlibraries.net/brs","January",2011,17,"brs",5724,5574,582,88,0,11968,0.00455218524290176,"BRS Broadview",1,0,5,1,0,0,0,1,0,1,2,3,0,0,0,0,0,0,0,1,0,6,1,0,0,0,8,0,2,0,3,0,0,0,0,0,1,0,0,0,0,0,5,0,1,0,12,0,1,0,1,0,2,1,0,0,3,0,4,0,0,1,0,6,0,1,0,1,1,1,0,2,0,1,0,2,0,10,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,7,0,1,0,1,1,1,0,1,0,9,0,5,1,2,0,0,0,1,2,3,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,3,0,1,2,3,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,1,0,0,0,0,5,0,0,0,4,1,167,,,,,,,,243,25
"9","BVS","Bridgeview Public Library","XBR","https://catalog.swanlibraries.net/bvs","January",2011,50,"bvs",1429,1306,240,15,0,2990,0.00113728558458191,"BVS Bridgeview",11,0,7,2,0,2,0,4,2,11,3,1,0,1,0,5,0,0,0,1,0,18,3,0,0,0,10,1,4,0,13,1,3,0,13,0,4,0,3,0,0,0,39,1,3,0,33,3,8,2,8,0,11,2,0,0,6,1,5,1,5,0,0,4,3,4,0,5,0,11,2,8,0,9,3,18,2,23,0,4,0,6,0,12,0,3,0,0,0,7,0,3,0,3,1,4,2,9,2,1,0,6,0,1,1,0,0,25,1,42,6,13,3,4,0,2,13,1,5,0,1,1,1,0,6,0,1,1,3,0,1,1,0,0,5,1,3,3,1,0,1,0,3,0,0,4,0,2,0,2,0,0,4,4,2,0,10,5,0,0,3,0,9,0,2,1,18,0,622,,,,,,,,77,80
"10","BWS","Bellwood Public Library","XBR","https://catalog.swanlibraries.net/bws","January",2011,32,"bws",2921,2806,445,55,1,6228,0.00236890121096191,"BWS Bellwood",6,1,18,5,0,0,2,6,1,14,2,1,4,3,2,12,1,3,0,0,0,11,1,0,0,0,13,4,3,0,18,2,1,0,7,0,10,0,6,2,0,0,30,2,9,3,46,6,3,15,13,1,17,2,0,0,5,3,11,4,10,1,0,20,0,6,1,4,0,15,2,6,0,17,1,17,2,14,1,0,0,5,1,12,3,3,0,0,0,12,1,4,0,2,0,12,2,21,0,1,0,17,0,2,2,2,1,25,0,46,15,20,2,9,3,0,18,2,8,2,1,0,0,0,5,1,0,0,5,1,2,0,0,0,5,0,4,0,0,1,6,1,5,0,0,3,1,0,0,2,1,0,3,2,0,0,12,0,0,0,3,4,10,3,1,0,23,5,809,,,"bws",1,0,0,1,184,87
"11","BYS","Berwyn Public Library","XBR","https://catalog.swanlibraries.net/bys","January",2011,124,"bys",19197,18521,1767,635,7,40127,0.0152628289807753,"BYS Berwyn",31,3,40,14,0,8,7,19,10,33,10,5,1,9,5,17,6,13,1,7,0,0,0,0,0,0,39,7,12,3,39,9,9,5,33,14,12,13,6,7,0,0,101,29,20,2,110,41,12,26,68,1,37,11,0,0,27,9,23,1,22,13,0,23,7,18,4,11,6,44,6,9,8,21,3,63,17,80,13,4,6,24,10,24,9,13,5,0,0,18,1,22,2,4,1,18,3,40,14,1,1,31,8,7,3,3,5,98,7,103,17,42,11,19,3,5,51,16,10,11,6,3,3,5,12,15,0,3,25,10,1,1,1,0,9,2,31,11,8,1,8,6,14,1,0,12,5,7,4,5,1,0,20,7,1,1,39,17,0,0,18,1,73,3,1,3,87,6,2490,,,,,,,,616,265
"12","BZS","Brookfield Zoo -- Library","XBR","https://catalog.swanlibraries.net/bzs","January",2011,1,"bzs",5,14,13,1,0,33,1.25519813682953e-05,"BZS Brookfield Zoo",1,0,2,2,0,0,1,2,0,2,1,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,1,1,1,0,1,0,0,0,3,0,1,0,1,0,0,0,3,1,1,0,7,1,2,4,4,0,3,0,0,0,2,0,1,0,4,1,0,0,0,0,0,0,0,4,0,0,0,1,0,3,0,6,0,0,0,4,3,9,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,4,0,5,0,5,1,3,0,0,0,0,3,0,1,0,1,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,4,0,0,0,11,0,151,,,,,,,,1,
"13","CAS","Calumet Park Public Library","XBR","https://catalog.swanlibraries.net/cas","January",2011,1,"cas",699,738,233,2,0,1672,0.000635967055993628,"CAS Calumet Park",4,0,4,0,0,2,0,6,1,3,0,2,0,0,0,4,0,2,0,2,0,6,0,0,0,0,7,1,0,1,2,0,3,0,5,0,2,0,2,0,0,0,6,0,2,0,14,2,1,0,5,0,7,0,0,0,6,0,3,1,3,0,0,7,0,2,0,2,0,5,0,3,0,3,0,6,0,6,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,1,0,0,0,3,0,1,0,2,0,1,0,2,0,7,0,14,1,4,1,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,2,0,1,1,0,0,1,0,2,1,1,0,0,0,2,0,0,3,0,0,0,1,0,0,4,0,0,0,5,1,0,0,3,0,5,0,0,0,11,0,240,,,,,,,,126,21
"14","CCS","Calumet City Public Library","XBR","https://catalog.swanlibraries.net/ccs","January",2011,64,"ccs",6979,6784,1958,247,1,15969,0.00607401789303962,"CCS Calumet City",18,0,25,5,0,4,1,14,3,15,8,5,0,0,0,33,0,10,0,12,0,40,3,0,0,0,0,0,5,0,15,2,2,0,12,1,8,1,6,1,0,0,56,2,11,1,44,14,10,4,23,0,15,2,0,0,13,1,11,2,23,3,0,20,1,16,0,12,0,21,6,11,1,13,0,34,1,42,3,2,0,20,0,18,1,5,3,0,0,12,0,2,2,4,1,16,2,37,4,2,0,14,0,4,1,0,0,66,1,49,9,32,2,7,3,2,27,3,13,5,1,2,2,0,11,6,3,1,5,0,1,0,0,1,18,0,4,4,1,0,5,1,11,1,0,2,1,7,0,2,0,0,4,1,1,1,20,11,0,0,11,1,24,2,1,1,27,1,1230,,,,,,,,821,116
"15","CHS","Chicago Heights Public Library","XBR","https://catalog.swanlibraries.net/chs","January",2011,44,"chs",2263,2070,480,82,0,4895,0.00186187723629714,"CHS Chicago Heights",5,0,16,3,0,3,2,14,0,13,6,3,1,2,2,7,3,8,0,6,0,21,3,0,0,0,17,1,0,0,17,4,1,0,5,0,3,1,4,0,0,0,36,5,3,1,52,12,10,6,18,2,12,6,0,0,13,1,5,1,10,2,0,7,2,9,3,9,0,12,1,10,0,4,1,16,5,24,4,3,0,13,4,4,3,3,1,0,0,10,0,5,1,2,2,13,1,12,3,1,0,7,0,0,1,2,2,26,2,35,7,17,3,3,1,4,31,0,5,6,0,1,2,0,4,4,0,0,7,0,3,0,0,0,3,0,7,4,1,0,5,4,3,0,0,3,0,2,0,2,1,0,8,2,0,0,16,4,0,0,5,3,12,0,3,0,22,4,841,,,,,,,,114,192
"16","CIS","Cicero Public Library","XBR","https://catalog.swanlibraries.net/cis","January",2011,106,"cis",10114,9736,1286,242,1,21379,0.00813178211129652,"CIS Cicero",11,1,26,15,0,3,1,12,14,31,16,7,2,3,2,20,1,7,1,14,0,58,14,0,0,0,32,17,10,2,0,0,5,2,12,2,7,1,1,2,9,11,48,4,12,0,77,27,10,36,50,13,17,7,0,0,18,4,8,12,20,6,0,20,3,13,4,7,5,21,11,17,1,15,2,26,4,40,13,4,1,34,10,27,3,5,0,0,0,20,2,8,1,2,0,36,1,25,11,9,2,27,4,7,4,1,1,30,3,78,17,20,9,17,0,3,39,5,13,12,1,1,2,0,13,4,2,0,9,2,0,3,0,0,8,8,12,8,8,0,11,2,7,3,0,10,5,3,1,5,1,0,11,2,0,0,26,15,0,0,13,7,64,3,2,4,61,7,1778,,,,,,,,590,383
"17","CNS","Clarendon Hills Public Library","XBR","https://catalog.swanlibraries.net/cns","January",2011,14,"cns",1792,1810,366,17,0,3985,0.0015157468409896,"CNS Clarendon Hills",12,5,14,12,0,6,1,13,5,10,2,5,1,9,1,4,1,3,1,2,0,15,3,0,0,0,16,5,4,1,8,3,0,0,14,6,5,2,1,0,0,0,48,5,4,1,44,10,4,4,18,0,5,3,0,0,10,1,5,0,15,1,0,9,1,3,2,4,2,28,3,7,0,4,0,19,3,26,6,1,3,18,0,9,1,4,2,0,0,8,0,4,1,1,3,17,1,9,5,4,0,9,0,5,4,3,0,33,4,41,9,21,2,7,2,2,17,2,13,6,3,1,1,0,10,3,1,0,11,1,1,2,0,0,0,0,12,2,1,3,10,0,7,2,0,8,2,3,1,3,0,0,13,2,3,0,12,9,0,0,6,3,17,1,3,0,22,3,938,,,,,,,,206,25
"18","CRS","Chicago Ridge Public Library","XBR","https://catalog.swanlibraries.net/crs","January",2011,34,"crs",4476,4279,886,144,0,9785,0.00372185265723544,"CRS Chicago Ridge",14,2,19,2,0,4,0,10,14,6,31,5,1,3,2,7,2,9,0,2,0,22,1,0,0,0,24,4,6,1,13,4,6,1,0,0,7,4,5,0,0,0,50,3,12,1,53,16,8,9,33,2,19,9,0,0,8,0,7,0,16,3,0,11,6,15,0,6,3,23,1,4,2,9,1,21,5,36,6,3,1,14,3,12,1,8,3,0,0,15,1,6,0,0,1,7,4,17,7,1,0,8,0,7,2,1,0,32,9,85,7,20,5,13,1,3,18,4,7,4,1,0,0,0,9,5,1,0,11,2,2,0,0,0,5,3,9,4,3,0,2,1,16,1,0,9,0,1,2,2,0,0,6,3,1,0,19,10,0,0,9,1,10,5,3,0,28,9,1152,,,"crs",61,0,0,61,306,54
"19","CTS","Crete Public Library District","XBR","https://catalog.swanlibraries.net/cts","January",2011,62,"cts",4348,4211,1319,137,0,10015,0.00380933616374174,"CTS Crete",22,2,34,4,0,3,3,13,2,13,11,5,2,3,2,13,2,10,1,12,0,30,6,0,0,0,27,3,17,2,23,2,1,1,14,6,0,0,5,3,0,0,70,13,11,2,66,19,15,6,23,2,16,3,0,0,21,8,11,6,26,3,0,11,4,10,0,15,0,30,5,6,2,14,0,34,8,50,7,11,0,24,5,17,5,11,1,0,0,22,1,7,2,5,5,20,2,27,8,3,1,17,2,1,6,6,1,67,10,60,16,33,3,4,0,3,39,2,18,4,4,3,3,1,9,7,2,2,10,1,2,0,0,0,9,8,19,5,4,1,4,1,11,0,0,2,1,3,1,3,1,0,12,1,1,1,32,10,0,1,10,3,43,1,2,2,45,10,1574,,,,,,,,267,53
"20","CWS","Crestwood Public Library District","XBR","https://catalog.swanlibraries.net/cws","January",2011,16,"cws",2349,2190,421,17,0,4977,0.00189306700818199,"CWS Crestwood",12,2,16,3,0,1,3,3,4,5,4,2,0,3,0,3,3,7,1,1,0,22,5,0,0,0,13,4,6,1,10,0,2,0,9,3,5,2,0,0,0,0,46,12,6,1,18,10,5,6,15,0,14,4,0,0,6,1,6,0,7,5,0,1,0,4,0,3,0,9,2,3,2,15,0,16,2,20,5,3,0,12,2,10,3,2,0,0,0,4,0,3,3,0,0,4,2,9,6,0,0,4,2,3,0,2,0,26,2,25,5,12,1,7,0,1,10,0,3,3,1,1,0,0,5,3,1,0,3,1,2,0,0,0,4,0,7,1,0,1,3,4,6,3,0,4,0,4,0,1,0,0,2,1,0,1,18,6,0,0,6,0,16,1,0,0,16,2,692,,,,,,,,195,27
"21","DGS","Downers Grove Public Library","XBR","https://catalog.swanlibraries.net/dgs","January",2011,452,"dgs",40285,37804,4903,859,5,83856,0.0318957257460536,"DGS Downers Grove",132,3,126,22,0,27,7,93,23,100,40,40,5,29,5,68,6,38,5,31,2,174,10,0,0,0,127,18,27,9,95,27,25,11,104,19,50,15,32,6,0,0,0,0,50,7,486,89,81,52,168,16,151,29,0,0,111,7,111,11,129,27,0,53,14,45,1,27,5,172,26,49,3,85,6,190,22,340,33,20,1,144,19,133,7,17,2,4,0,109,1,54,4,15,12,54,8,135,30,11,1,77,12,28,12,38,2,346,25,406,61,199,18,87,8,21,177,10,126,19,23,4,4,2,91,20,4,6,80,7,13,6,1,0,28,11,106,7,19,2,47,7,62,4,0,42,10,11,3,14,2,0,72,19,4,2,149,51,0,0,73,9,214,11,29,7,282,37,8195,,,,,,,,922,200
"22","DOS","Dolton Public Library District","XBR","https://catalog.swanlibraries.net/dos","January",2011,40,"dos",2131,1979,604,88,0,4802,0.00182650347062285,"DOS Dolton",6,1,11,0,0,1,0,3,3,11,1,6,0,0,0,12,0,2,0,3,0,20,0,0,0,0,16,0,2,1,9,0,1,0,0,1,3,0,1,1,0,0,19,0,0,0,35,2,6,5,8,0,11,0,0,0,8,1,9,1,8,1,0,10,0,6,0,8,0,5,0,2,0,6,1,19,0,15,1,2,1,2,0,9,1,3,0,0,0,2,0,2,0,2,0,2,0,19,1,4,0,8,0,0,0,1,1,21,1,24,2,7,0,5,0,0,6,0,3,0,0,0,2,1,3,1,2,0,2,0,2,1,1,0,13,1,3,0,1,0,1,0,4,0,0,3,0,2,0,3,0,0,4,0,0,0,7,2,0,0,7,0,4,0,3,0,13,1,518,,,,,,,,373,83
"23","EPS","Elmwood Park Public Library","XBR","https://catalog.swanlibraries.net/eps","January",2011,54,"eps",3392,3186,686,40,0,7304,0.00277817187618269,"EPS Elmwood Park",16,4,25,21,0,4,5,25,13,25,7,14,2,8,4,17,6,10,6,9,2,42,9,1,0,0,35,17,5,7,21,6,7,6,18,8,9,10,8,6,0,0,96,28,11,8,126,53,0,0,35,7,21,9,0,0,21,7,21,5,29,15,0,11,8,6,2,15,2,31,13,9,7,16,5,42,8,72,23,9,3,30,11,20,8,13,4,3,0,28,4,14,6,1,3,20,5,36,13,2,2,15,7,10,8,12,5,70,10,89,32,40,15,15,2,12,44,9,16,12,6,4,4,2,17,13,3,2,20,1,5,5,2,0,4,4,28,8,3,1,8,9,10,5,0,15,2,4,3,3,1,0,13,9,3,2,39,20,0,0,12,13,46,8,6,4,66,23,2314,,,"eps",1,0,0,1,129,71
"24","ESS","Eisenhower Public Library District","XBR","https://catalog.swanlibraries.net/ess","January",2011,254,"ess",13183,11966,3153,926,4,29232,0.011118773313879,"ESS Eisenhower",30,1,42,13,0,10,2,29,13,41,10,13,3,9,2,20,2,10,1,6,1,71,7,0,0,0,53,9,12,2,41,9,11,2,37,11,18,8,8,2,0,0,145,15,14,2,169,22,20,19,0,0,49,20,0,0,28,5,22,3,40,14,0,35,4,19,2,16,0,61,7,25,5,21,2,50,7,120,14,4,1,40,5,25,9,8,0,0,0,41,3,14,1,6,3,33,0,43,10,6,0,36,5,7,2,4,1,101,8,115,37,56,13,14,5,7,76,7,32,13,5,0,3,0,24,7,3,1,27,5,7,1,0,0,8,5,31,6,4,2,12,1,21,2,0,20,2,4,2,7,0,0,18,3,3,0,61,10,0,0,12,5,71,2,3,4,74,16,2817,,,,,,,,718,81
"25","EVS","Evergreen Park Public Library","XBR","https://catalog.swanlibraries.net/evs","January",2011,61,"evs",5890,5531,757,181,4,12363,0.00470242865624954,"EVS Evergreen Park",14,3,29,10,0,3,1,23,6,25,7,10,4,2,2,14,4,15,2,4,2,30,6,0,0,0,22,7,3,3,16,5,3,5,23,2,8,8,2,1,0,0,84,8,13,4,65,21,11,16,26,2,0,0,0,0,17,4,13,2,18,3,0,15,4,5,2,4,4,23,6,6,4,15,2,16,4,45,10,2,0,11,9,17,1,11,2,0,0,8,1,5,6,12,0,8,1,22,6,0,0,22,1,4,4,2,0,42,5,57,11,23,8,8,0,1,14,6,12,5,4,1,0,0,8,4,6,1,10,2,3,1,0,0,8,3,9,3,3,1,9,1,9,2,0,10,2,2,0,4,0,0,9,4,0,1,30,7,0,0,5,2,36,4,3,2,31,9,1392,,,,,,,,442,93
"26","FMS","Flossmoor Public Library","XBR","https://catalog.swanlibraries.net/fms","January",2011,39,"fms",7505,7297,1037,107,1,15947,0.00606564990546076,"FMS Flossmoor",21,1,36,5,0,5,0,16,7,21,5,7,0,11,2,16,1,4,3,12,1,50,4,0,0,0,42,4,10,1,24,7,8,3,25,1,11,4,4,4,0,0,83,6,8,1,100,19,19,9,28,1,28,8,0,0,0,0,20,3,42,2,0,33,6,10,1,12,1,37,7,11,2,22,3,49,2,72,3,5,0,22,10,24,6,11,2,7,0,32,0,7,2,2,8,24,3,20,3,5,0,15,3,9,4,9,1,74,4,87,11,46,4,21,2,7,34,2,22,4,4,2,1,0,21,1,3,0,27,3,1,0,0,0,7,0,22,5,3,0,6,0,16,1,0,7,1,3,1,6,1,0,15,5,1,0,40,24,0,0,19,3,39,2,11,2,49,11,1939,,,"fms",7,0,0,7,419,37
"27","FPD","Franklin Park Public Library District","XGV","http://lnco.ent.sirsi.net/client/franklinpark","January",2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
"28","FPS","Forest Park Public Library","XBR","https://catalog.swanlibraries.net/fps","January",2011,54,"fps",6442,6090,1240,122,1,13895,0.00528514488219585,"FPS Forest Park",17,1,23,5,0,6,3,17,7,18,2,5,2,3,1,19,2,9,1,8,0,22,8,0,0,0,26,3,8,2,22,1,6,1,19,6,11,3,5,1,0,0,105,1,17,4,73,27,15,3,31,2,20,1,0,0,22,3,0,0,16,7,0,22,2,8,3,4,1,32,5,6,2,25,3,34,4,47,8,9,0,24,2,11,6,13,1,1,0,17,1,5,1,3,2,12,2,23,4,3,0,11,1,4,3,8,3,51,5,68,15,28,6,12,4,6,32,3,14,7,2,1,1,0,17,2,4,0,16,3,5,3,1,0,7,2,16,4,4,0,4,0,12,2,0,7,1,4,0,2,0,1,12,3,0,0,39,8,0,0,12,3,36,2,2,2,46,12,1565,,,,,,,,186,75
"29","FRS","Frankfort Public Library District","XBR","https://catalog.swanlibraries.net/frs","January",2011,34,"frs",11098,10101,1130,174,1,22504,0.00855969056703386,"FRS Frankfort",22,1,24,10,0,7,5,18,5,23,2,4,0,8,2,8,0,10,0,9,2,49,9,0,0,0,30,8,4,2,29,3,6,2,11,2,12,6,3,1,0,0,56,7,9,0,81,14,13,10,39,1,24,5,0,0,14,9,14,4,0,0,0,12,6,5,1,6,0,18,6,12,1,13,0,34,7,72,5,5,1,30,2,22,4,1,1,1,0,20,2,6,2,0,3,11,0,17,6,1,1,15,3,6,6,8,3,71,3,51,16,32,2,10,6,5,37,4,20,6,6,0,0,0,9,1,0,0,7,9,1,0,0,1,8,3,21,3,1,1,7,1,13,1,0,8,0,4,0,3,1,0,14,2,1,0,31,3,0,0,11,5,29,0,6,2,30,10,1528,,,,,,,,147,118
"30","GAS","Glenwood-Lynwood Public Library District -- Bookmobile","XBR","https://catalog.swanlibraries.net/gws","January",2011,4,"gas",136,110,48,0,0,294,0.000111826743099358,"GAS Glenwood-Lynwood bookmobile",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,3,0,5,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,34,,,,,,,,35,
